station_id,stationcategory,huc8id,huc10id,huc12id,upstream_area_sqkm,upstream_cafo_count,upstream_swine_cafo_count,upstream_poultry_cafo_count,upstream_other_cafo_count,upstream_cafo_density,upstream_swine_cafo_density,upstream_poultry_cafo_density,upstream_other_cafo_density,upstream_wastewater_count,upstream_landfill_count,upstream_other_npdes_count,upstream_wastewater_density,upstream_other_npdes_density,upstream_landfill_density,weighted_cafo_load,weighted_swine_cafo_load,weighted_poultry_cafo_load,weighted_other_cafo_load,weighted_wastewater_load,weighted_other_npdes_load,weighted_landfill_load,nearest_upstream_cafo_distance_m,nearest_upstream_swine_cafo_dist,nearest_upstream_poultry_cafo_di,nearest_upstream_other_cafo_dist,nearest_upstream_wastewater_dist,nearest_upstream_other_npdes_dis,nearest_upstream_landfill_distan,huc8_upstream_area_sqkm,huc8_upstream_cafo_count,huc8_upstream_swine_cafo_count,huc8_upstream_poultry_cafo_count,huc8_upstream_other_cafo_count,huc8_upstream_cafo_density,huc8_upstream_swine_cafo_density,huc8_upstream_poultry_cafo_densi,huc8_upstream_other_cafo_density,huc8_upstream_wastewater_count,huc8_upstream_landfill_count,huc8_upstream_other_npdes_count,huc8_upstream_wastewater_density,huc8_upstream_other_npdes_densit,huc8_upstream_landfill_density,huc8_nearest_upstream_cafo_dista,huc8_nearest_upstream_swine_cafo,huc8_nearest_upstream_poultry_ca,huc8_nearest_upstream_other_cafo,huc8_nearest_upstream_wastewater,huc8_nearest_upstream_other_npde,huc8_nearest_upstream_landfill_d,huc8_weighted_cafo_load,huc8_weighted_swine_cafo_load,huc8_weighted_poultry_cafo_load,huc8_weighted_other_cafo_load,huc8_weighted_wastewater_load,huc8_weighted_other_npdes_load,huc8_weighted_landfill_load,huc10_upstream_area_sqkm,huc10_upstream_cafo_count,huc10_upstream_swine_cafo_count,huc10_upstream_poultry_cafo_coun,huc10_upstream_other_cafo_count,huc10_upstream_cafo_density,huc10_upstream_swine_cafo_densit,huc10_upstream_poultry_cafo_dens,huc10_upstream_other_cafo_densit,huc10_upstream_wastewater_count,huc10_upstream_landfill_count,huc10_upstream_other_npdes_count,huc10_upstream_wastewater_densit,huc10_upstream_other_npdes_densi,huc10_upstream_landfill_density,huc10_nearest_upstream_cafo_dist,huc10_nearest_upstream_swine_caf,huc10_nearest_upstream_poultry_c,huc10_nearest_upstream_other_caf,huc10_nearest_upstream_wastewate,huc10_nearest_upstream_other_npd,huc10_nearest_upstream_landfill_,huc10_weighted_cafo_load,huc10_weighted_swine_cafo_load,huc10_weighted_poultry_cafo_load,huc10_weighted_other_cafo_load,huc10_weighted_wastewater_load,huc10_weighted_other_npdes_load,huc10_weighted_landfill_load,huc12_upstream_area_sqkm,huc12_upstream_cafo_count,huc12_upstream_swine_cafo_count,huc12_upstream_poultry_cafo_coun,huc12_upstream_other_cafo_count,huc12_upstream_cafo_density,huc12_upstream_swine_cafo_densit,huc12_upstream_poultry_cafo_dens,huc12_upstream_other_cafo_densit,huc12_upstream_wastewater_count,huc12_upstream_landfill_count,huc12_upstream_other_npdes_count,huc12_upstream_wastewater_densit,huc12_upstream_other_npdes_densi,huc12_upstream_landfill_density,huc12_nearest_upstream_cafo_dist,huc12_nearest_upstream_swine_caf,huc12_nearest_upstream_poultry_c,huc12_nearest_upstream_other_caf,huc12_nearest_upstream_wastewate,huc12_nearest_upstream_other_npd,huc12_nearest_upstream_landfill_,huc12_weighted_cafo_load,huc12_weighted_swine_cafo_load,huc12_weighted_poultry_cafo_load,huc12_weighted_other_cafo_load,huc12_weighted_wastewater_load,huc12_weighted_other_npdes_load,huc12_weighted_landfill_load,huc8_area_km2,huc8_pop_total,huc8_pop_density,huc8_pct_cropland,huc8_pct_crop_pasture,huc10_area_km2,huc10_pop_total,huc10_pop_density,huc10_pct_cropland,huc10_pct_crop_pasture,huc12_area_km2,huc12_pop_total,huc12_pop_density,huc12_pct_cropland,huc12_pct_crop_pasture,fecalcoliformcol100ml,fecalcoliform_rmk,fecpos,feclog,no2no3mgl,nitlog,phosphorusmgl,phoslog,exceed_fec,exceed_nit,exceed_phos,latitude,longitude,location,county,comment,streamclass,subbasin,active,date,datecollected,year,h8_pop_dens_sqm,h10_pop_dens_sqm,h12_pop_dens_sqm,urban8,urban10,urban12,semiurban8,semiurban10,semiurban12,count_all,count_sw,count_pt,h8_count_all,h8_count_sw,h8_count_pt,h10_count_all,h10_count_sw,h10_count_pt,h12_count_all,h12_count_sw,h12_count_pt,dens_all,dens_sw,dens_pt,h8_dens_all,h8_dens_sw,h8_dens_pt,h10_dens_all,h10_dens_sw,h10_dens_pt,h12_dens_all,h12_dens_sw,h12_dens_pt,dist_all,dist_sw,dist_pt,h8_dist_all,h8_dist_sw,h8_dist_pt,h10_dist_all,h10_dist_sw,h10_dist_pt,h12_dist_all,h12_dist_sw,h12_dist_pt,wcount_all,wcount_sw,wcount_pt,h8_wcount_all,h8_wcount_sw,h8_wcount_pt,h10_wcount_all,h10_wcount_sw,h10_wcount_pt,h12_wcount_all,h12_wcount_sw,h12_wcount_pt
"B5070000","UCFR",3030003,303000302,30300030203,915.7096,122,1,108,13,.13323,.001092,.1179413,.0141966,10,8,13,.0109205,.0141966,.0087364,.0097773,.0000371,.0088314,.0009087,.0005776,.0006811,.000343,3574.205,26936.46,3574.205,4475.505,3439.112,2855.399,12370.79,915.7096,122,1,108,13,.13323,.001092,.1179413,.0141966,10,8,13,.0109205,.0141966,.0087364,3574.205,26936.46,3574.205,4475.505,3439.112,2855.399,12370.79,.0097773,.0000371,.0088314,.0009087,.0005776,.0006811,.000343,183.4787,62,0,59,3,.3379139,0,.3215632,.0163507,2,0,1,.0109004,.0054502,0,3574.205,,3574.205,4475.505,3439.112,2855.399,,.0064544,0,.0059499,.0005045,.0003352,.0003502,0,27.9287,9,0,7,2,.3222491,0,.2506382,.0716109,1,0,0,.0358055,0,0,3574.205,,3574.205,4475.505,3439.112,,,.0021436,0,.0016967,.0004469,.0002908,0,0,5699.058,319283.1,56.02383,1.457501,21.46115,1158.711,36655.34,31.63459,2.39689,30.10506,254.4556,10257.29,40.31071,4.670591,36.49974,105,"B1",1,2.021189,.6,-.2218488,.039,-1.408935,0,0,0,35.7302,-79.6558,"Deep Riv at SR 2615 Brooklyn Ave at Ramseur","Randolph","ups Ramseur WWTP;","C","CPF09","yes","4/1/16",01apr2016,16,145.1017,81.93359,104.4048,0,0,0,0,0,0,3,2,3,4,2,4,5,1,5,5,1,5,3,2,3,4,2,4,5,1,5,5,1,4,4,2,5,4,2,5,4,0,4,4,0,4,3,2,3,5,2,5,5,1,5,5,1,5
"B5070000","UCFR",3030003,303000302,30300030203,915.7096,122,1,108,13,.13323,.001092,.1179413,.0141966,10,8,13,.0109205,.0141966,.0087364,.0097773,.0000371,.0088314,.0009087,.0005776,.0006811,.000343,3574.205,26936.46,3574.205,4475.505,3439.112,2855.399,12370.79,915.7096,122,1,108,13,.13323,.001092,.1179413,.0141966,10,8,13,.0109205,.0141966,.0087364,3574.205,26936.46,3574.205,4475.505,3439.112,2855.399,12370.79,.0097773,.0000371,.0088314,.0009087,.0005776,.0006811,.000343,183.4787,62,0,59,3,.3379139,0,.3215632,.0163507,2,0,1,.0109004,.0054502,0,3574.205,,3574.205,4475.505,3439.112,2855.399,,.0064544,0,.0059499,.0005045,.0003352,.0003502,0,27.9287,9,0,7,2,.3222491,0,.2506382,.0716109,1,0,0,.0358055,0,0,3574.205,,3574.205,4475.505,3439.112,,,.0021436,0,.0016967,.0004469,.0002908,0,0,5699.058,319283.1,56.02383,1.457501,21.46115,1158.711,36655.34,31.63459,2.39689,30.10506,254.4556,10257.29,40.31071,4.670591,36.49974,105,"B1",1,2.021189,.44,-.3565473,.087,-1.060481,0,0,0,35.7302,-79.6558,"Deep Riv at SR 2615 Brooklyn Ave at Ramseur","Randolph","ups Ramseur WWTP;","C","CPF09","yes","10/25/19",25oct2019,19,145.1017,81.93359,104.4048,0,0,0,0,0,0,3,2,3,4,2,4,5,1,5,5,1,5,3,2,3,4,2,4,5,1,5,5,1,4,4,2,5,4,2,5,4,0,4,4,0,4,3,2,3,5,2,5,5,1,5,5,1,5
"B5070000","UCFR",3030003,303000302,30300030203,915.7096,122,1,108,13,.13323,.001092,.1179413,.0141966,10,8,13,.0109205,.0141966,.0087364,.0097773,.0000371,.0088314,.0009087,.0005776,.0006811,.000343,3574.205,26936.46,3574.205,4475.505,3439.112,2855.399,12370.79,915.7096,122,1,108,13,.13323,.001092,.1179413,.0141966,10,8,13,.0109205,.0141966,.0087364,3574.205,26936.46,3574.205,4475.505,3439.112,2855.399,12370.79,.0097773,.0000371,.0088314,.0009087,.0005776,.0006811,.000343,183.4787,62,0,59,3,.3379139,0,.3215632,.0163507,2,0,1,.0109004,.0054502,0,3574.205,,3574.205,4475.505,3439.112,2855.399,,.0064544,0,.0059499,.0005045,.0003352,.0003502,0,27.9287,9,0,7,2,.3222491,0,.2506382,.0716109,1,0,0,.0358055,0,0,3574.205,,3574.205,4475.505,3439.112,,,.0021436,0,.0016967,.0004469,.0002908,0,0,5699.058,319283.1,56.02383,1.457501,21.46115,1158.711,36655.34,31.63459,2.39689,30.10506,254.4556,10257.29,40.31071,4.670591,36.49974,0,"NA",0,-.30103,0,-2.30103,0,-2.30103,0,0,0,35.7302,-79.6558,"Deep Riv at SR 2615 Brooklyn Ave at Ramseur","Randolph","ups Ramseur WWTP;","C","CPF09","yes","5/8/20",08may2020,20,145.1017,81.93359,104.4048,0,0,0,0,0,0,3,2,3,4,2,4,5,1,5,5,1,5,3,2,3,4,2,4,5,1,5,5,1,4,4,2,5,4,2,5,4,0,4,4,0,4,3,2,3,5,2,5,5,1,5,5,1,5
"B5070000","UCFR",3030003,303000302,30300030203,915.7096,122,1,108,13,.13323,.001092,.1179413,.0141966,10,8,13,.0109205,.0141966,.0087364,.0097773,.0000371,.0088314,.0009087,.0005776,.0006811,.000343,3574.205,26936.46,3574.205,4475.505,3439.112,2855.399,12370.79,915.7096,122,1,108,13,.13323,.001092,.1179413,.0141966,10,8,13,.0109205,.0141966,.0087364,3574.205,26936.46,3574.205,4475.505,3439.112,2855.399,12370.79,.0097773,.0000371,.0088314,.0009087,.0005776,.0006811,.000343,183.4787,62,0,59,3,.3379139,0,.3215632,.0163507,2,0,1,.0109004,.0054502,0,3574.205,,3574.205,4475.505,3439.112,2855.399,,.0064544,0,.0059499,.0005045,.0003352,.0003502,0,27.9287,9,0,7,2,.3222491,0,.2506382,.0716109,1,0,0,.0358055,0,0,3574.205,,3574.205,4475.505,3439.112,,,.0021436,0,.0016967,.0004469,.0002908,0,0,5699.058,319283.1,56.02383,1.457501,21.46115,1158.711,36655.34,31.63459,2.39689,30.10506,254.4556,10257.29,40.31071,4.670591,36.49974,37,"NA",1,1.568202,.84,-.0757207,.077,-1.113509,0,0,0,35.7302,-79.6558,"Deep Riv at SR 2615 Brooklyn Ave at Ramseur","Randolph","ups Ramseur WWTP;","C","CPF09","yes","6/19/18",19jun2018,18,145.1017,81.93359,104.4048,0,0,0,0,0,0,3,2,3,4,2,4,5,1,5,5,1,5,3,2,3,4,2,4,5,1,5,5,1,4,4,2,5,4,2,5,4,0,4,4,0,4,3,2,3,5,2,5,5,1,5,5,1,5
"B5070000","UCFR",3030003,303000302,30300030203,915.7096,122,1,108,13,.13323,.001092,.1179413,.0141966,10,8,13,.0109205,.0141966,.0087364,.0097773,.0000371,.0088314,.0009087,.0005776,.0006811,.000343,3574.205,26936.46,3574.205,4475.505,3439.112,2855.399,12370.79,915.7096,122,1,108,13,.13323,.001092,.1179413,.0141966,10,8,13,.0109205,.0141966,.0087364,3574.205,26936.46,3574.205,4475.505,3439.112,2855.399,12370.79,.0097773,.0000371,.0088314,.0009087,.0005776,.0006811,.000343,183.4787,62,0,59,3,.3379139,0,.3215632,.0163507,2,0,1,.0109004,.0054502,0,3574.205,,3574.205,4475.505,3439.112,2855.399,,.0064544,0,.0059499,.0005045,.0003352,.0003502,0,27.9287,9,0,7,2,.3222491,0,.2506382,.0716109,1,0,0,.0358055,0,0,3574.205,,3574.205,4475.505,3439.112,,,.0021436,0,.0016967,.0004469,.0002908,0,0,5699.058,319283.1,56.02383,1.457501,21.46115,1158.711,36655.34,31.63459,2.39689,30.10506,254.4556,10257.29,40.31071,4.670591,36.49974,38,"NA",1,1.579784,.73,-.1366771,.048,-1.318759,0,0,0,35.7302,-79.6558,"Deep Riv at SR 2615 Brooklyn Ave at Ramseur","Randolph","ups Ramseur WWTP;","C","CPF09","yes","4/8/21",08apr2021,21,145.1017,81.93359,104.4048,0,0,0,0,0,0,3,2,3,4,2,4,5,1,5,5,1,5,3,2,3,4,2,4,5,1,5,5,1,4,4,2,5,4,2,5,4,0,4,4,0,4,3,2,3,5,2,5,5,1,5,5,1,5
"B5070000","UCFR",3030003,303000302,30300030203,915.7096,122,1,108,13,.13323,.001092,.1179413,.0141966,10,8,13,.0109205,.0141966,.0087364,.0097773,.0000371,.0088314,.0009087,.0005776,.0006811,.000343,3574.205,26936.46,3574.205,4475.505,3439.112,2855.399,12370.79,915.7096,122,1,108,13,.13323,.001092,.1179413,.0141966,10,8,13,.0109205,.0141966,.0087364,3574.205,26936.46,3574.205,4475.505,3439.112,2855.399,12370.79,.0097773,.0000371,.0088314,.0009087,.0005776,.0006811,.000343,183.4787,62,0,59,3,.3379139,0,.3215632,.0163507,2,0,1,.0109004,.0054502,0,3574.205,,3574.205,4475.505,3439.112,2855.399,,.0064544,0,.0059499,.0005045,.0003352,.0003502,0,27.9287,9,0,7,2,.3222491,0,.2506382,.0716109,1,0,0,.0358055,0,0,3574.205,,3574.205,4475.505,3439.112,,,.0021436,0,.0016967,.0004469,.0002908,0,0,5699.058,319283.1,56.02383,1.457501,21.46115,1158.711,36655.34,31.63459,2.39689,30.10506,254.4556,10257.29,40.31071,4.670591,36.49974,182,"NA",1,2.260071,.74,-.1307683,.069,-1.161151,0,0,0,35.7302,-79.6558,"Deep Riv at SR 2615 Brooklyn Ave at Ramseur","Randolph","ups Ramseur WWTP;","C","CPF09","yes","7/9/21",09jul2021,21,145.1017,81.93359,104.4048,0,0,0,0,0,0,3,2,3,4,2,4,5,1,5,5,1,5,3,2,3,4,2,4,5,1,5,5,1,4,4,2,5,4,2,5,4,0,4,4,0,4,3,2,3,5,2,5,5,1,5,5,1,5
"B5070000","UCFR",3030003,303000302,30300030203,915.7096,122,1,108,13,.13323,.001092,.1179413,.0141966,10,8,13,.0109205,.0141966,.0087364,.0097773,.0000371,.0088314,.0009087,.0005776,.0006811,.000343,3574.205,26936.46,3574.205,4475.505,3439.112,2855.399,12370.79,915.7096,122,1,108,13,.13323,.001092,.1179413,.0141966,10,8,13,.0109205,.0141966,.0087364,3574.205,26936.46,3574.205,4475.505,3439.112,2855.399,12370.79,.0097773,.0000371,.0088314,.0009087,.0005776,.0006811,.000343,183.4787,62,0,59,3,.3379139,0,.3215632,.0163507,2,0,1,.0109004,.0054502,0,3574.205,,3574.205,4475.505,3439.112,2855.399,,.0064544,0,.0059499,.0005045,.0003352,.0003502,0,27.9287,9,0,7,2,.3222491,0,.2506382,.0716109,1,0,0,.0358055,0,0,3574.205,,3574.205,4475.505,3439.112,,,.0021436,0,.0016967,.0004469,.0002908,0,0,5699.058,319283.1,56.02383,1.457501,21.46115,1158.711,36655.34,31.63459,2.39689,30.10506,254.4556,10257.29,40.31071,4.670591,36.49974,1400,"NA",1,3.146128,.26,-.5850267,.05,-1.30103,1,0,0,35.7302,-79.6558,"Deep Riv at SR 2615 Brooklyn Ave at Ramseur","Randolph","ups Ramseur WWTP;","C","CPF09","yes","11/2/20",02nov2020,20,145.1017,81.93359,104.4048,0,0,0,0,0,0,3,2,3,4,2,4,5,1,5,5,1,5,3,2,3,4,2,4,5,1,5,5,1,4,4,2,5,4,2,5,4,0,4,4,0,4,3,2,3,5,2,5,5,1,5,5,1,5
"B5070000","UCFR",3030003,303000302,30300030203,915.7096,122,1,108,13,.13323,.001092,.1179413,.0141966,10,8,13,.0109205,.0141966,.0087364,.0097773,.0000371,.0088314,.0009087,.0005776,.0006811,.000343,3574.205,26936.46,3574.205,4475.505,3439.112,2855.399,12370.79,915.7096,122,1,108,13,.13323,.001092,.1179413,.0141966,10,8,13,.0109205,.0141966,.0087364,3574.205,26936.46,3574.205,4475.505,3439.112,2855.399,12370.79,.0097773,.0000371,.0088314,.0009087,.0005776,.0006811,.000343,183.4787,62,0,59,3,.3379139,0,.3215632,.0163507,2,0,1,.0109004,.0054502,0,3574.205,,3574.205,4475.505,3439.112,2855.399,,.0064544,0,.0059499,.0005045,.0003352,.0003502,0,27.9287,9,0,7,2,.3222491,0,.2506382,.0716109,1,0,0,.0358055,0,0,3574.205,,3574.205,4475.505,3439.112,,,.0021436,0,.0016967,.0004469,.0002908,0,0,5699.058,319283.1,56.02383,1.457501,21.46115,1158.711,36655.34,31.63459,2.39689,30.10506,254.4556,10257.29,40.31071,4.670591,36.49974,55,"NA",1,1.740363,.56,-.251812,.08,-1.09691,0,0,0,35.7302,-79.6558,"Deep Riv at SR 2615 Brooklyn Ave at Ramseur","Randolph","ups Ramseur WWTP;","C","CPF09","yes","6/18/21",18jun2021,21,145.1017,81.93359,104.4048,0,0,0,0,0,0,3,2,3,4,2,4,5,1,5,5,1,5,3,2,3,4,2,4,5,1,5,5,1,4,4,2,5,4,2,5,4,0,4,4,0,4,3,2,3,5,2,5,5,1,5,5,1,5
"B5100000","UCFR",3030003,303000302,30300030203,1030.457,176,3,158,15,.170798,.0029113,.15333,.0145566,11,8,13,.0106749,.0126158,.0077635,.0181325,.0003678,.0166486,.0011162,.0004475,.0003388,.0002567,1056.134,3701.308,1056.134,2329.022,7394.83,10847.84,18743.96,1030.457,176,3,158,15,.170798,.0029113,.15333,.0145566,11,8,13,.0106749,.0126158,.0077635,1056.134,3701.308,1056.134,2329.022,7394.83,10847.84,18743.96,.0181325,.0003678,.0166486,.0011162,.0004475,.0003388,.0002567,298.2264,116,2,109,5,.3889662,.0067063,.3654941,.0167658,3,0,1,.0100595,.0033532,0,1056.134,3701.308,1056.134,2329.022,7394.83,10847.84,,.0158965,.0003392,.0147518,.0008055,.0002589,.0000922,0,142.6764,63,2,57,4,.4415587,.0140177,.3995055,.0280355,2,0,0,.0140177,0,0,1056.134,3701.308,1056.134,2329.022,7394.83,,,.0133163,.0003392,.0122112,.0007659,.0002264,0,0,5699.058,319283.1,56.02383,1.457501,21.46115,1158.711,36655.34,31.63459,2.39689,30.10506,254.4556,10257.29,40.31071,4.670591,36.49974,30,"NA",1,1.477121,1.05,.0211893,.065,-1.187087,0,1,0,35.6724,-79.6274,"Deep Riv at SR 2628 Hinshaw Town Rd nr Parks Crossroads","Randolph","dns Ramseur WWTP","C","CPF09","yes","11/1/21",01nov2021,21,145.1017,81.93359,104.4048,0,0,0,0,0,0,3,2,3,5,2,5,5,3,5,5,4,5,4,2,4,5,3,5,5,3,5,5,4,4,5,4,5,5,4,5,5,4,5,5,4,5,4,3,5,5,3,5,5,4,5,5,5,5
"B5100000","UCFR",3030003,303000302,30300030203,1030.457,176,3,158,15,.170798,.0029113,.15333,.0145566,11,8,13,.0106749,.0126158,.0077635,.0181325,.0003678,.0166486,.0011162,.0004475,.0003388,.0002567,1056.134,3701.308,1056.134,2329.022,7394.83,10847.84,18743.96,1030.457,176,3,158,15,.170798,.0029113,.15333,.0145566,11,8,13,.0106749,.0126158,.0077635,1056.134,3701.308,1056.134,2329.022,7394.83,10847.84,18743.96,.0181325,.0003678,.0166486,.0011162,.0004475,.0003388,.0002567,298.2264,116,2,109,5,.3889662,.0067063,.3654941,.0167658,3,0,1,.0100595,.0033532,0,1056.134,3701.308,1056.134,2329.022,7394.83,10847.84,,.0158965,.0003392,.0147518,.0008055,.0002589,.0000922,0,142.6764,63,2,57,4,.4415587,.0140177,.3995055,.0280355,2,0,0,.0140177,0,0,1056.134,3701.308,1056.134,2329.022,7394.83,,,.0133163,.0003392,.0122112,.0007659,.0002264,0,0,5699.058,319283.1,56.02383,1.457501,21.46115,1158.711,36655.34,31.63459,2.39689,30.10506,254.4556,10257.29,40.31071,4.670591,36.49974,1400,"B1",1,3.146128,.6,-.2218488,.08,-1.09691,1,0,0,35.6724,-79.6274,"Deep Riv at SR 2628 Hinshaw Town Rd nr Parks Crossroads","Randolph","dns Ramseur WWTP","C","CPF09","yes","6/12/20",12jun2020,20,145.1017,81.93359,104.4048,0,0,0,0,0,0,3,2,3,5,2,5,5,3,5,5,4,5,4,2,4,5,3,5,5,3,5,5,4,4,5,4,5,5,4,5,5,4,5,5,4,5,4,3,5,5,3,5,5,4,5,5,5,5
"B5100000","UCFR",3030003,303000302,30300030203,1030.457,176,3,158,15,.170798,.0029113,.15333,.0145566,11,8,13,.0106749,.0126158,.0077635,.0181325,.0003678,.0166486,.0011162,.0004475,.0003388,.0002567,1056.134,3701.308,1056.134,2329.022,7394.83,10847.84,18743.96,1030.457,176,3,158,15,.170798,.0029113,.15333,.0145566,11,8,13,.0106749,.0126158,.0077635,1056.134,3701.308,1056.134,2329.022,7394.83,10847.84,18743.96,.0181325,.0003678,.0166486,.0011162,.0004475,.0003388,.0002567,298.2264,116,2,109,5,.3889662,.0067063,.3654941,.0167658,3,0,1,.0100595,.0033532,0,1056.134,3701.308,1056.134,2329.022,7394.83,10847.84,,.0158965,.0003392,.0147518,.0008055,.0002589,.0000922,0,142.6764,63,2,57,4,.4415587,.0140177,.3995055,.0280355,2,0,0,.0140177,0,0,1056.134,3701.308,1056.134,2329.022,7394.83,,,.0133163,.0003392,.0122112,.0007659,.0002264,0,0,5699.058,319283.1,56.02383,1.457501,21.46115,1158.711,36655.34,31.63459,2.39689,30.10506,254.4556,10257.29,40.31071,4.670591,36.49974,38,"B1",1,1.579784,.45,-.3467875,.06,-1.221849,0,0,0,35.6724,-79.6274,"Deep Riv at SR 2628 Hinshaw Town Rd nr Parks Crossroads","Randolph","dns Ramseur WWTP","C","CPF09","yes","9/4/20",04sep2020,20,145.1017,81.93359,104.4048,0,0,0,0,0,0,3,2,3,5,2,5,5,3,5,5,4,5,4,2,4,5,3,5,5,3,5,5,4,4,5,4,5,5,4,5,5,4,5,5,4,5,4,3,5,5,3,5,5,4,5,5,5,5
"B5100000","UCFR",3030003,303000302,30300030203,1030.457,176,3,158,15,.170798,.0029113,.15333,.0145566,11,8,13,.0106749,.0126158,.0077635,.0181325,.0003678,.0166486,.0011162,.0004475,.0003388,.0002567,1056.134,3701.308,1056.134,2329.022,7394.83,10847.84,18743.96,1030.457,176,3,158,15,.170798,.0029113,.15333,.0145566,11,8,13,.0106749,.0126158,.0077635,1056.134,3701.308,1056.134,2329.022,7394.83,10847.84,18743.96,.0181325,.0003678,.0166486,.0011162,.0004475,.0003388,.0002567,298.2264,116,2,109,5,.3889662,.0067063,.3654941,.0167658,3,0,1,.0100595,.0033532,0,1056.134,3701.308,1056.134,2329.022,7394.83,10847.84,,.0158965,.0003392,.0147518,.0008055,.0002589,.0000922,0,142.6764,63,2,57,4,.4415587,.0140177,.3995055,.0280355,2,0,0,.0140177,0,0,1056.134,3701.308,1056.134,2329.022,7394.83,,,.0133163,.0003392,.0122112,.0007659,.0002264,0,0,5699.058,319283.1,56.02383,1.457501,21.46115,1158.711,36655.34,31.63459,2.39689,30.10506,254.4556,10257.29,40.31071,4.670591,36.49974,0,"NA",0,-.30103,0,-2.30103,0,-2.30103,0,0,0,35.6724,-79.6274,"Deep Riv at SR 2628 Hinshaw Town Rd nr Parks Crossroads","Randolph","dns Ramseur WWTP","C","CPF09","yes","9/24/20",24sep2020,20,145.1017,81.93359,104.4048,0,0,0,0,0,0,3,2,3,5,2,5,5,3,5,5,4,5,4,2,4,5,3,5,5,3,5,5,4,4,5,4,5,5,4,5,5,4,5,5,4,5,4,3,5,5,3,5,5,4,5,5,5,5
"B5100000","UCFR",3030003,303000302,30300030203,1030.457,176,3,158,15,.170798,.0029113,.15333,.0145566,11,8,13,.0106749,.0126158,.0077635,.0181325,.0003678,.0166486,.0011162,.0004475,.0003388,.0002567,1056.134,3701.308,1056.134,2329.022,7394.83,10847.84,18743.96,1030.457,176,3,158,15,.170798,.0029113,.15333,.0145566,11,8,13,.0106749,.0126158,.0077635,1056.134,3701.308,1056.134,2329.022,7394.83,10847.84,18743.96,.0181325,.0003678,.0166486,.0011162,.0004475,.0003388,.0002567,298.2264,116,2,109,5,.3889662,.0067063,.3654941,.0167658,3,0,1,.0100595,.0033532,0,1056.134,3701.308,1056.134,2329.022,7394.83,10847.84,,.0158965,.0003392,.0147518,.0008055,.0002589,.0000922,0,142.6764,63,2,57,4,.4415587,.0140177,.3995055,.0280355,2,0,0,.0140177,0,0,1056.134,3701.308,1056.134,2329.022,7394.83,,,.0133163,.0003392,.0122112,.0007659,.0002264,0,0,5699.058,319283.1,56.02383,1.457501,21.46115,1158.711,36655.34,31.63459,2.39689,30.10506,254.4556,10257.29,40.31071,4.670591,36.49974,1600,"B1",1,3.20412,.32,-.49485,.118,-.928118,1,0,1,35.6724,-79.6274,"Deep Riv at SR 2628 Hinshaw Town Rd nr Parks Crossroads","Randolph","dns Ramseur WWTP","C","CPF09","yes","12/1/22",01dec2022,22,145.1017,81.93359,104.4048,0,0,0,0,0,0,3,2,3,5,2,5,5,3,5,5,4,5,4,2,4,5,3,5,5,3,5,5,4,4,5,4,5,5,4,5,5,4,5,5,4,5,4,3,5,5,3,5,5,4,5,5,5,5
"B5100000","UCFR",3030003,303000302,30300030203,1030.457,176,3,158,15,.170798,.0029113,.15333,.0145566,11,8,13,.0106749,.0126158,.0077635,.0181325,.0003678,.0166486,.0011162,.0004475,.0003388,.0002567,1056.134,3701.308,1056.134,2329.022,7394.83,10847.84,18743.96,1030.457,176,3,158,15,.170798,.0029113,.15333,.0145566,11,8,13,.0106749,.0126158,.0077635,1056.134,3701.308,1056.134,2329.022,7394.83,10847.84,18743.96,.0181325,.0003678,.0166486,.0011162,.0004475,.0003388,.0002567,298.2264,116,2,109,5,.3889662,.0067063,.3654941,.0167658,3,0,1,.0100595,.0033532,0,1056.134,3701.308,1056.134,2329.022,7394.83,10847.84,,.0158965,.0003392,.0147518,.0008055,.0002589,.0000922,0,142.6764,63,2,57,4,.4415587,.0140177,.3995055,.0280355,2,0,0,.0140177,0,0,1056.134,3701.308,1056.134,2329.022,7394.83,,,.0133163,.0003392,.0122112,.0007659,.0002264,0,0,5699.058,319283.1,56.02383,1.457501,21.46115,1158.711,36655.34,31.63459,2.39689,30.10506,254.4556,10257.29,40.31071,4.670591,36.49974,0,"NA",0,-.30103,0,-2.30103,0,-2.30103,0,0,0,35.6724,-79.6274,"Deep Riv at SR 2628 Hinshaw Town Rd nr Parks Crossroads","Randolph","dns Ramseur WWTP","C","CPF09","yes","9/30/16",30sep2016,16,145.1017,81.93359,104.4048,0,0,0,0,0,0,3,2,3,5,2,5,5,3,5,5,4,5,4,2,4,5,3,5,5,3,5,5,4,4,5,4,5,5,4,5,5,4,5,5,4,5,4,3,5,5,3,5,5,4,5,5,5,5
